"","continent","year","lifeExp","country"
"1265","Americas",1972,72.16,"Puerto Rico"
"1266","Americas",1977,73.44,"Puerto Rico"
"1267","Americas",1982,73.75,"Puerto Rico"
"1268","Americas",1987,74.63,"Puerto Rico"
"1269","Americas",1992,73.911,"Puerto Rico"
"1270","Americas",1997,74.917,"Puerto Rico"
"1271","Americas",2002,77.778,"Puerto Rico"
"1272","Americas",2007,78.746,"Puerto Rico"
"1273","Americas",1952,59.1,"Trinidad and Tobago"
"1274","Americas",1957,61.8,"Trinidad and Tobago"
"1275","Americas",1962,64.9,"Trinidad and Tobago"
"1276","Americas",1967,65.4,"Trinidad and Tobago"
"1277","Americas",1972,65.9,"Trinidad and Tobago"
"1278","Americas",1977,68.3,"Trinidad and Tobago"
"1279","Americas",1982,68.832,"Trinidad and Tobago"
"1280","Americas",1987,69.582,"Trinidad and Tobago"
"1281","Americas",1992,69.862,"Trinidad and Tobago"
"1282","Americas",1997,69.465,"Trinidad and Tobago"
"1283","Americas",2002,68.976,"Trinidad and Tobago"
"1284","Americas",2007,69.819,"Trinidad and Tobago"
"1285","Americas",1952,68.44,"United States"
"1286","Americas",1957,69.49,"United States"
"1287","Americas",1962,70.21,"United States"
"1288","Americas",1967,70.76,"United States"
"1289","Americas",1972,71.34,"United States"
"1290","Americas",1977,73.38,"United States"
"1291","Americas",1982,74.65,"United States"
"1292","Americas",1987,75.02,"United States"
"1293","Americas",1992,76.09,"United States"
"1294","Americas",1997,76.81,"United States"
"1295","Americas",2002,77.31,"United States"
"1296","Americas",2007,78.242,"United States"
"1297","Americas",1952,66.071,"Uruguay"
"1298","Americas",1957,67.044,"Uruguay"
"1299","Americas",1962,68.253,"Uruguay"
"1300","Americas",1967,68.468,"Uruguay"
"1301","Americas",1972,68.673,"Uruguay"
"1302","Americas",1977,69.481,"Uruguay"
"1303","Americas",1982,70.805,"Uruguay"
"1304","Americas",1987,71.918,"Uruguay"
"1305","Americas",1992,72.752,"Uruguay"
"1306","Americas",1997,74.223,"Uruguay"
"1307","Americas",2002,75.307,"Uruguay"
"1308","Americas",2007,76.384,"Uruguay"
"1309","Americas",1952,55.088,"Venezuela"
"1310","Americas",1957,57.907,"Venezuela"
"1311","Americas",1962,60.77,"Venezuela"
"1312","Americas",1967,63.479,"Venezuela"
"1313","Americas",1972,65.712,"Venezuela"
"1314","Americas",1977,67.456,"Venezuela"
"1315","Americas",1982,68.557,"Venezuela"
"1316","Americas",1987,70.19,"Venezuela"
"1317","Americas",1992,71.15,"Venezuela"
"1318","Americas",1997,72.146,"Venezuela"
"1319","Americas",2002,72.766,"Venezuela"
"1320","Americas",2007,73.747,"Venezuela"
"1321","Europe",1952,55.23,"Albania"
"1322","Europe",1957,59.28,"Albania"
"1323","Europe",1962,64.82,"Albania"
"1324","Europe",1967,66.22,"Albania"
"1325","Europe",1972,67.69,"Albania"
"1326","Europe",1977,68.93,"Albania"
"1327","Europe",1982,70.42,"Albania"
"1328","Europe",1987,72,"Albania"
"1329","Europe",1992,71.581,"Albania"
"1330","Europe",1997,72.95,"Albania"
"1331","Europe",2002,75.651,"Albania"
"1332","Europe",2007,76.423,"Albania"
"1333","Europe",1952,66.8,"Austria"
"1334","Europe",1957,67.48,"Austria"
"1335","Europe",1962,69.54,"Austria"
"1336","Europe",1967,70.14,"Austria"
"1337","Europe",1972,70.63,"Austria"
"1338","Europe",1977,72.17,"Austria"
"1339","Europe",1982,73.18,"Austria"
"1340","Europe",1987,74.94,"Austria"
"1341","Europe",1992,76.04,"Austria"
"1342","Europe",1997,77.51,"Austria"
"1343","Europe",2002,78.98,"Austria"
"1344","Europe",2007,79.829,"Austria"
"1345","Europe",1952,68,"Belgium"
"1346","Europe",1957,69.24,"Belgium"
"1347","Europe",1962,70.25,"Belgium"
"1348","Europe",1967,70.94,"Belgium"
"1349","Europe",1972,71.44,"Belgium"
"1350","Europe",1977,72.8,"Belgium"
"1351","Europe",1982,73.93,"Belgium"
"1352","Europe",1987,75.35,"Belgium"
"1353","Europe",1992,76.46,"Belgium"
"1354","Europe",1997,77.53,"Belgium"
"1355","Europe",2002,78.32,"Belgium"
"1356","Europe",2007,79.441,"Belgium"
"1357","Europe",1952,53.82,"Bosnia and Herzegovina"
"1358","Europe",1957,58.45,"Bosnia and Herzegovina"
"1359","Europe",1962,61.93,"Bosnia and Herzegovina"
"1360","Europe",1967,64.79,"Bosnia and Herzegovina"
"1361","Europe",1972,67.45,"Bosnia and Herzegovina"
"1362","Europe",1977,69.86,"Bosnia and Herzegovina"
"1363","Europe",1982,70.69,"Bosnia and Herzegovina"
"1364","Europe",1987,71.14,"Bosnia and Herzegovina"
"1365","Europe",1992,72.178,"Bosnia and Herzegovina"
"1366","Europe",1997,73.244,"Bosnia and Herzegovina"
"1367","Europe",2002,74.09,"Bosnia and Herzegovina"
"1368","Europe",2007,74.852,"Bosnia and Herzegovina"
"1369","Europe",1952,59.6,"Bulgaria"
"1370","Europe",1957,66.61,"Bulgaria"
"1371","Europe",1962,69.51,"Bulgaria"
"1372","Europe",1967,70.42,"Bulgaria"
"1373","Europe",1972,70.9,"Bulgaria"
"1374","Europe",1977,70.81,"Bulgaria"
"1375","Europe",1982,71.08,"Bulgaria"
"1376","Europe",1987,71.34,"Bulgaria"
"1377","Europe",1992,71.19,"Bulgaria"
"1378","Europe",1997,70.32,"Bulgaria"
"1379","Europe",2002,72.14,"Bulgaria"
"1380","Europe",2007,73.005,"Bulgaria"
"1381","Europe",1952,61.21,"Croatia"
"1382","Europe",1957,64.77,"Croatia"
"1383","Europe",1962,67.13,"Croatia"
"1384","Europe",1967,68.5,"Croatia"
"1385","Europe",1972,69.61,"Croatia"
"1386","Europe",1977,70.64,"Croatia"
"1387","Europe",1982,70.46,"Croatia"
"1388","Europe",1987,71.52,"Croatia"
"1389","Europe",1992,72.527,"Croatia"
"1390","Europe",1997,73.68,"Croatia"
"1391","Europe",2002,74.876,"Croatia"
"1392","Europe",2007,75.748,"Croatia"
"1393","Europe",1952,66.87,"Czech Republic"
"1394","Europe",1957,69.03,"Czech Republic"
"1395","Europe",1962,69.9,"Czech Republic"
"1396","Europe",1967,70.38,"Czech Republic"
"1397","Europe",1972,70.29,"Czech Republic"
"1398","Europe",1977,70.71,"Czech Republic"
"1399","Europe",1982,70.96,"Czech Republic"
"1400","Europe",1987,71.58,"Czech Republic"
"1401","Europe",1992,72.4,"Czech Republic"
"1402","Europe",1997,74.01,"Czech Republic"
"1403","Europe",2002,75.51,"Czech Republic"
"1404","Europe",2007,76.486,"Czech Republic"
"1405","Europe",1952,70.78,"Denmark"
"1406","Europe",1957,71.81,"Denmark"
"1407","Europe",1962,72.35,"Denmark"
"1408","Europe",1967,72.96,"Denmark"
"1409","Europe",1972,73.47,"Denmark"
"1410","Europe",1977,74.69,"Denmark"
"1411","Europe",1982,74.63,"Denmark"
"1412","Europe",1987,74.8,"Denmark"
"1413","Europe",1992,75.33,"Denmark"
"1414","Europe",1997,76.11,"Denmark"
"1415","Europe",2002,77.18,"Denmark"
"1416","Europe",2007,78.332,"Denmark"
"1417","Europe",1952,66.55,"Finland"
"1418","Europe",1957,67.49,"Finland"
"1419","Europe",1962,68.75,"Finland"
"1420","Europe",1967,69.83,"Finland"
"1421","Europe",1972,70.87,"Finland"
"1422","Europe",1977,72.52,"Finland"
"1423","Europe",1982,74.55,"Finland"
"1424","Europe",1987,74.83,"Finland"
"1425","Europe",1992,75.7,"Finland"
"1426","Europe",1997,77.13,"Finland"
"1427","Europe",2002,78.37,"Finland"
"1428","Europe",2007,79.313,"Finland"
"1429","Europe",1952,67.41,"France"
"1430","Europe",1957,68.93,"France"
"1431","Europe",1962,70.51,"France"
"1432","Europe",1967,71.55,"France"
"1433","Europe",1972,72.38,"France"
"1434","Europe",1977,73.83,"France"
"1435","Europe",1982,74.89,"France"
"1436","Europe",1987,76.34,"France"
"1437","Europe",1992,77.46,"France"
"1438","Europe",1997,78.64,"France"
"1439","Europe",2002,79.59,"France"
"1440","Europe",2007,80.657,"France"
"1441","Europe",1952,67.5,"Germany"
"1442","Europe",1957,69.1,"Germany"
"1443","Europe",1962,70.3,"Germany"
"1444","Europe",1967,70.8,"Germany"
"1445","Europe",1972,71,"Germany"
"1446","Europe",1977,72.5,"Germany"
"1447","Europe",1982,73.8,"Germany"
"1448","Europe",1987,74.847,"Germany"
"1449","Europe",1992,76.07,"Germany"
"1450","Europe",1997,77.34,"Germany"
"1451","Europe",2002,78.67,"Germany"
"1452","Europe",2007,79.406,"Germany"
"1453","Europe",1952,65.86,"Greece"
"1454","Europe",1957,67.86,"Greece"
"1455","Europe",1962,69.51,"Greece"
"1456","Europe",1967,71,"Greece"
"1457","Europe",1972,72.34,"Greece"
"1458","Europe",1977,73.68,"Greece"
"1459","Europe",1982,75.24,"Greece"
"1460","Europe",1987,76.67,"Greece"
"1461","Europe",1992,77.03,"Greece"
"1462","Europe",1997,77.869,"Greece"
"1463","Europe",2002,78.256,"Greece"
"1464","Europe",2007,79.483,"Greece"
"1465","Europe",1952,64.03,"Hungary"
"1466","Europe",1957,66.41,"Hungary"
"1467","Europe",1962,67.96,"Hungary"
"1468","Europe",1967,69.5,"Hungary"
"1469","Europe",1972,69.76,"Hungary"
"1470","Europe",1977,69.95,"Hungary"
"1471","Europe",1982,69.39,"Hungary"
"1472","Europe",1987,69.58,"Hungary"
"1473","Europe",1992,69.17,"Hungary"
"1474","Europe",1997,71.04,"Hungary"
"1475","Europe",2002,72.59,"Hungary"
"1476","Europe",2007,73.338,"Hungary"
"1477","Europe",1952,72.49,"Iceland"
"1478","Europe",1957,73.47,"Iceland"
"1479","Europe",1962,73.68,"Iceland"
"1480","Europe",1967,73.73,"Iceland"
"1481","Europe",1972,74.46,"Iceland"
"1482","Europe",1977,76.11,"Iceland"
"1483","Europe",1982,76.99,"Iceland"
"1484","Europe",1987,77.23,"Iceland"
"1485","Europe",1992,78.77,"Iceland"
"1486","Europe",1997,78.95,"Iceland"
"1487","Europe",2002,80.5,"Iceland"
"1488","Europe",2007,81.757,"Iceland"
"1489","Europe",1952,66.91,"Ireland"
"1490","Europe",1957,68.9,"Ireland"
"1491","Europe",1962,70.29,"Ireland"
"1492","Europe",1967,71.08,"Ireland"
"1493","Europe",1972,71.28,"Ireland"
"1494","Europe",1977,72.03,"Ireland"
"1495","Europe",1982,73.1,"Ireland"
"1496","Europe",1987,74.36,"Ireland"
"1497","Europe",1992,75.467,"Ireland"
"1498","Europe",1997,76.122,"Ireland"
"1499","Europe",2002,77.783,"Ireland"
"1500","Europe",2007,78.885,"Ireland"
"1501","Europe",1952,65.94,"Italy"
"1502","Europe",1957,67.81,"Italy"
"1503","Europe",1962,69.24,"Italy"
"1504","Europe",1967,71.06,"Italy"
"1505","Europe",1972,72.19,"Italy"
"1506","Europe",1977,73.48,"Italy"
"1507","Europe",1982,74.98,"Italy"
"1508","Europe",1987,76.42,"Italy"
"1509","Europe",1992,77.44,"Italy"
"1510","Europe",1997,78.82,"Italy"
"1511","Europe",2002,80.24,"Italy"
"1512","Europe",2007,80.546,"Italy"
"1513","Europe",1952,59.164,"Montenegro"
"1514","Europe",1957,61.448,"Montenegro"
"1515","Europe",1962,63.728,"Montenegro"
"1516","Europe",1967,67.178,"Montenegro"
"1517","Europe",1972,70.636,"Montenegro"
"1518","Europe",1977,73.066,"Montenegro"
"1519","Europe",1982,74.101,"Montenegro"
"1520","Europe",1987,74.865,"Montenegro"
"1521","Europe",1992,75.435,"Montenegro"
"1522","Europe",1997,75.445,"Montenegro"
"1523","Europe",2002,73.981,"Montenegro"
"1524","Europe",2007,74.543,"Montenegro"
"1525","Europe",1952,72.13,"Netherlands"
"1526","Europe",1957,72.99,"Netherlands"
"1527","Europe",1962,73.23,"Netherlands"
"1528","Europe",1967,73.82,"Netherlands"
"1529","Europe",1972,73.75,"Netherlands"
"1530","Europe",1977,75.24,"Netherlands"
"1531","Europe",1982,76.05,"Netherlands"
"1532","Europe",1987,76.83,"Netherlands"
"1533","Europe",1992,77.42,"Netherlands"
"1534","Europe",1997,78.03,"Netherlands"
"1535","Europe",2002,78.53,"Netherlands"
"1536","Europe",2007,79.762,"Netherlands"
"1537","Europe",1952,72.67,"Norway"
"1538","Europe",1957,73.44,"Norway"
"1539","Europe",1962,73.47,"Norway"
"1540","Europe",1967,74.08,"Norway"
"1541","Europe",1972,74.34,"Norway"
"1542","Europe",1977,75.37,"Norway"
"1543","Europe",1982,75.97,"Norway"
"1544","Europe",1987,75.89,"Norway"
"1545","Europe",1992,77.32,"Norway"
"1546","Europe",1997,78.32,"Norway"
"1547","Europe",2002,79.05,"Norway"
"1548","Europe",2007,80.196,"Norway"
"1549","Europe",1952,61.31,"Poland"
"1550","Europe",1957,65.77,"Poland"
"1551","Europe",1962,67.64,"Poland"
"1552","Europe",1967,69.61,"Poland"
"1553","Europe",1972,70.85,"Poland"
"1554","Europe",1977,70.67,"Poland"
"1555","Europe",1982,71.32,"Poland"
"1556","Europe",1987,70.98,"Poland"
"1557","Europe",1992,70.99,"Poland"
"1558","Europe",1997,72.75,"Poland"
"1559","Europe",2002,74.67,"Poland"
"1560","Europe",2007,75.563,"Poland"
"1561","Europe",1952,59.82,"Portugal"
"1562","Europe",1957,61.51,"Portugal"
"1563","Europe",1962,64.39,"Portugal"
"1564","Europe",1967,66.6,"Portugal"
"1565","Europe",1972,69.26,"Portugal"
"1566","Europe",1977,70.41,"Portugal"
"1567","Europe",1982,72.77,"Portugal"
"1568","Europe",1987,74.06,"Portugal"
"1569","Europe",1992,74.86,"Portugal"
"1570","Europe",1997,75.97,"Portugal"
"1571","Europe",2002,77.29,"Portugal"
"1572","Europe",2007,78.098,"Portugal"
"1573","Europe",1952,61.05,"Romania"
"1574","Europe",1957,64.1,"Romania"
"1575","Europe",1962,66.8,"Romania"
"1576","Europe",1967,66.8,"Romania"
"1577","Europe",1972,69.21,"Romania"
"1578","Europe",1977,69.46,"Romania"
"1579","Europe",1982,69.66,"Romania"
"1580","Europe",1987,69.53,"Romania"
"1581","Europe",1992,69.36,"Romania"
"1582","Europe",1997,69.72,"Romania"
"1583","Europe",2002,71.322,"Romania"
"1584","Europe",2007,72.476,"Romania"
"1585","Europe",1952,57.996,"Serbia"
"1586","Europe",1957,61.685,"Serbia"
"1587","Europe",1962,64.531,"Serbia"
"1588","Europe",1967,66.914,"Serbia"
"1589","Europe",1972,68.7,"Serbia"
"1590","Europe",1977,70.3,"Serbia"
"1591","Europe",1982,70.162,"Serbia"
"1592","Europe",1987,71.218,"Serbia"
"1593","Europe",1992,71.659,"Serbia"
"1594","Europe",1997,72.232,"Serbia"
"1595","Europe",2002,73.213,"Serbia"
"1596","Europe",2007,74.002,"Serbia"
"1597","Europe",1952,64.36,"Slovak Republic"
"1598","Europe",1957,67.45,"Slovak Republic"
"1599","Europe",1962,70.33,"Slovak Republic"
"1600","Europe",1967,70.98,"Slovak Republic"
"1601","Europe",1972,70.35,"Slovak Republic"
"1602","Europe",1977,70.45,"Slovak Republic"
"1603","Europe",1982,70.8,"Slovak Republic"
"1604","Europe",1987,71.08,"Slovak Republic"
"1605","Europe",1992,71.38,"Slovak Republic"
"1606","Europe",1997,72.71,"Slovak Republic"
"1607","Europe",2002,73.8,"Slovak Republic"
"1608","Europe",2007,74.663,"Slovak Republic"
"1609","Europe",1952,65.57,"Slovenia"
"1610","Europe",1957,67.85,"Slovenia"
"1611","Europe",1962,69.15,"Slovenia"
"1612","Europe",1967,69.18,"Slovenia"
"1613","Europe",1972,69.82,"Slovenia"
"1614","Europe",1977,70.97,"Slovenia"
"1615","Europe",1982,71.063,"Slovenia"
"1616","Europe",1987,72.25,"Slovenia"
"1617","Europe",1992,73.64,"Slovenia"
"1618","Europe",1997,75.13,"Slovenia"
"1619","Europe",2002,76.66,"Slovenia"
"1620","Europe",2007,77.926,"Slovenia"
"1621","Europe",1952,64.94,"Spain"
"1622","Europe",1957,66.66,"Spain"
"1623","Europe",1962,69.69,"Spain"
"1624","Europe",1967,71.44,"Spain"
"1625","Europe",1972,73.06,"Spain"
"1626","Europe",1977,74.39,"Spain"
"1627","Europe",1982,76.3,"Spain"
"1628","Europe",1987,76.9,"Spain"
"1629","Europe",1992,77.57,"Spain"
"1630","Europe",1997,78.77,"Spain"
"1631","Europe",2002,79.78,"Spain"
"1632","Europe",2007,80.941,"Spain"
"1633","Europe",1952,71.86,"Sweden"
"1634","Europe",1957,72.49,"Sweden"
"1635","Europe",1962,73.37,"Sweden"
"1636","Europe",1967,74.16,"Sweden"
"1637","Europe",1972,74.72,"Sweden"
"1638","Europe",1977,75.44,"Sweden"
"1639","Europe",1982,76.42,"Sweden"
"1640","Europe",1987,77.19,"Sweden"
"1641","Europe",1992,78.16,"Sweden"
"1642","Europe",1997,79.39,"Sweden"
"1643","Europe",2002,80.04,"Sweden"
"1644","Europe",2007,80.884,"Sweden"
"1645","Europe",1952,69.62,"Switzerland"
"1646","Europe",1957,70.56,"Switzerland"
"1647","Europe",1962,71.32,"Switzerland"
"1648","Europe",1967,72.77,"Switzerland"
"1649","Europe",1972,73.78,"Switzerland"
"1650","Europe",1977,75.39,"Switzerland"
"1651","Europe",1982,76.21,"Switzerland"
"1652","Europe",1987,77.41,"Switzerland"
"1653","Europe",1992,78.03,"Switzerland"
"1654","Europe",1997,79.37,"Switzerland"
"1655","Europe",2002,80.62,"Switzerland"
"1656","Europe",2007,81.701,"Switzerland"
"1657","Europe",1952,43.585,"Turkey"
"1658","Europe",1957,48.079,"Turkey"
"1659","Europe",1962,52.098,"Turkey"
"1660","Europe",1967,54.336,"Turkey"
"1661","Europe",1972,57.005,"Turkey"
"1662","Europe",1977,59.507,"Turkey"
"1663","Europe",1982,61.036,"Turkey"
"1664","Europe",1987,63.108,"Turkey"
"1665","Europe",1992,66.146,"Turkey"
"1666","Europe",1997,68.835,"Turkey"
"1667","Europe",2002,70.845,"Turkey"
"1668","Europe",2007,71.777,"Turkey"
"1669","Europe",1952,69.18,"United Kingdom"
"1670","Europe",1957,70.42,"United Kingdom"
"1671","Europe",1962,70.76,"United Kingdom"
"1672","Europe",1967,71.36,"United Kingdom"
"1673","Europe",1972,72.01,"United Kingdom"
"1674","Europe",1977,72.76,"United Kingdom"
"1675","Europe",1982,74.04,"United Kingdom"
"1676","Europe",1987,75.007,"United Kingdom"
"1677","Europe",1992,76.42,"United Kingdom"
"1678","Europe",1997,77.218,"United Kingdom"
"1679","Europe",2002,78.471,"United Kingdom"
"1680","Europe",2007,79.425,"United Kingdom"
"1681","Oceania",1952,69.12,"Australia"
"1682","Oceania",1957,70.33,"Australia"
"1683","Oceania",1962,70.93,"Australia"
"1684","Oceania",1967,71.1,"Australia"
"1685","Oceania",1972,71.93,"Australia"
"1686","Oceania",1977,73.49,"Australia"
"1687","Oceania",1982,74.74,"Australia"
"1688","Oceania",1987,76.32,"Australia"
"1689","Oceania",1992,77.56,"Australia"
"1690","Oceania",1997,78.83,"Australia"
"1691","Oceania",2002,80.37,"Australia"
"1692","Oceania",2007,81.235,"Australia"
"1693","Oceania",1952,69.39,"New Zealand"
"1694","Oceania",1957,70.26,"New Zealand"
"1695","Oceania",1962,71.24,"New Zealand"
"1696","Oceania",1967,71.52,"New Zealand"
"1697","Oceania",1972,71.89,"New Zealand"
"1698","Oceania",1977,72.22,"New Zealand"
"1699","Oceania",1982,73.84,"New Zealand"
"1700","Oceania",1987,74.32,"New Zealand"
"1701","Oceania",1992,76.33,"New Zealand"
"1702","Oceania",1997,77.55,"New Zealand"
"1703","Oceania",2002,79.11,"New Zealand"
"1704","Oceania",2007,80.204,"New Zealand"
